str1,str2,date1,int1,float1,date2,str5,str6,str3,int2,float2,str4
EEED6saUmti,0DywqJUh,1973-04-08,51,-0.68,1995-07-02,,,f1pOAFrh,32,8.226,EEE
KK6whsnZsb,0Dk7l4Lp,1972-12-23,-79,1.467,1968-08-30,,,DH0IowmU,-20,-7.551,KK6
BBB9JP5991g,0DOg5SWX,1968-12-07,48,4.088,1976-04-25,,,gPokSkmc,-35,8.546,BBB
LLLf6469F2n,0DOk2YEU,1978-04-06,-61,5.912,1951-07-02,,,2l1iiq0k,30,-1.833,LLL
GGMtLLOJHw,0DPWIWbe,1960-02-14,8,6.535,2003-03-11,,,f6J1z64H,82,4.242,GGM
KKbgVCHHQi,0DQi4c05,1978-06-30,-11,-8.637,1983-05-29,,,OqLFPD4A,56,5.79,KKb
FF4yQzlBTp,0DUWNxmz,2000-05-07,41,-2.888,1995-05-03,,,IvYivj8x,11,-9.017,FF4
LLLizAO0VV0,0DVJWpXi,2007-12-05,-25,1.569,1990-08-21,,,jmN5csTG,-30,2.681,LLL
CCvM29KHDW,0DWYy4u5,1958-08-25,-61,6.828,2015-05-28,,,rhgJKBKy,16,9.808,CCv
GGz6tUMEnb,0DWofAUZ,1998-03-15,-27,-7.22,2009-08-13,,,SesfJ6lQ,-34,5.426,GGz
FFOBKSLhuK,0DZhpaXx,1961-03-15,90,8.947,1982-02-23,,,OE7CwaVx,96,-2.361,FFO
EEEMHQgfkyp,0E1sFW6K,1994-06-16,-52,5.01,1965-03-04,,,WmgAA87a,-39,0.385,EEE
DDDD1O5UyWmp,0E55kUty,1969-01-14,21,3.311,2014-09-20,,,Y9CMc9aU,-82,-0.868,DDD
KKwgjLk1Jw,0E606t79,1975-10-08,77,,2010-02-05,,,pPwuFrNx,58,2.744,KKw
EEEkvYY747q,0E9AUhSE,2000-06-06,11,2.581,1961-01-26,,,zzvZzSuA,-74,-7.889,EEE
KKrNgHCXDU,0EAMlaZS,2003-03-20,-42,-6.89,1972-05-16,,,wZHNopJH,-70,7.079,KKr
CC9Eat2Y3n,0eb5qjDU,2015-10-01,-78,4.921,2005-10-07,,,0nyMQQrH,9,0.027,CC9
GGkzEU9HAu,0ebMja2S,1975-10-30,2,3.411,1992-08-24,,,qX1FPcYg,74,-6.377,GGk
GGWP2lNbRJ,0ecLYZU7,1966-02-12,70,-6.443,1981-03-15,,,t8Ssk71o,99,-7.48,GGW
FFUyJMaEpg,0EGUwMKE,1985-03-04,28,0.523,1970-05-29,,,49UVWAO9,-78,3.767,FFU
CCq0vxK7ha,0EY8pqqw,2005-11-03,60,-4.448,1992-03-09,,,OSoPPgBi,-91,0.559,CCq
EEE2OWUjZPN,0ejhPAzu,1958-04-21,-1,9.33,1963-03-22,,,SHnuJjXo,59,6.461,EEE
HHHBG9EzTsv,0EkeF3tv,2010-02-16,19,-1.297,1994-09-09,,,bvDWBLMW,87,-5.124,HHH
GGsm3swWx3,0el0IQwU,1975-06-01,-27,4.568,1996-12-25,,,K5yn1IFZ,-67,-9.187,GGs
CCCk2LCvR8,0ELGkXYr,1968-11-26,-20,-1.682,1965-07-17,,,wyDcqOli,80,7.57,CCC
CCNru01EeT,0EoZWRhj,1964-10-17,98,-1.884,1999-06-18,,,27vgaUHf,-23,8.347,CCN
AAAX3BQkcP9,0Ep67pkS,1969-10-21,-43,-3.176,1985-05-25,,,2sy2zRO3,-56,-5.938,AAA
,0eprNnnv,1975-11-30,-31,-3.151,1953-04-30,,,jS6smK9o,12,4.886,
GGUa8eNXYk,0EQqqzL4,1999-04-08,-28,-8.62,1966-08-27,,,nuUOeTqL,-18,-4.16,GGU
FFMYIgipnV,0ERuku3W,2007-07-30,23,3.238,1985-05-04,,,l70YJjcg,-45,6.305,FFM
EEE1Hzoe1XA,0eSnWqt0,1992-03-17,83,-9.499,1986-06-27,,,tLVQuKig,-8,8.129,EEE
AAAyCtcY5hJ,0EUjs6ap,1966-10-07,-12,2.89,1977-11-05,,,,-30,-6.203,AAA
HHH6o03WSKS,0ew3csuk,1976-05-06,-89,-6.918,1968-07-17,,,79WZwnyc,69,3.738,HHH
GGIY1lHiH4,0ewg7UIW,2017-03-08,-88,-2.908,1967-08-29,,,ebtKJGl9,-85,6.874,GGI
KK8uJRtl58,0eWR9OeV,1974-07-11,-99,1.83,1951-02-03,,,4ECXePql,1,-1.941,KK8
LLL9KKQOjE8,0ezbbqaD,2014-05-30,,-2.057,1984-06-16,,,upXCa6cu,-49,-4.87,LLL
LLL9w2mZBu0,0F0EAF7A,1966-07-10,-65,5.827,2008-08-28,,,K6oY3jL1,46,-7.459,LLL
BBBsNCmy4Hg,0f40FmSc,1960-02-24,-32,7.548,1987-07-13,,,nxL7Eswr,63,0.818,BBB
GGmvoPbf32,0f8vISfL,2014-07-14,-59,8.464,1996-07-20,,,WP9SHRom,-95,8.516,GGm
GGMW6XtJHT,0FAARXR9,2013-05-23,71,5.732,2003-12-23,,,P1Sl2JHx,-22,8.018,GGM
CCrAP9fy6C,0FALgYq6,2002-09-04,-99,0.783,2002-07-11,,,82al1EU6,26,1.68,CCr
CCP3XjR4uJ,0fb5xzzw,1993-06-17,-2,3.926,1952-08-07,,,Gi7x9OkM,-72,-7.325,CCP
DDDDvbHTVIjk,0FBFzp1p,1988-12-06,-1,0.16,1959-03-18,,,5qtLx3GY,-49,3.657,DDD
EEEFLwNbPap,0FBjs8qx,1996-06-05,-42,5.571,1986-07-12,,,My77uOHY,-54,-4.46,EEE
BBBw52i5SUQ,0fCRpHHu,1956-07-23,-52,8.104,1992-04-27,,,OKUDSpma,-11,-1.288,BBB
BBBB55HzhRo,0FcSlWpv,1988-08-21,-48,8.469,2012-05-04,,,LJDnRuWO,-56,-4.933,BBB
DDDDlTBTZy9a,0FcTx4Zg,1990-12-07,27,-3.821,2008-06-02,,,iR0HvZsw,-97,0.219,DDD
HHHnJng21IW,0FCuZ6hh,1990-11-30,56,-1.907,1958-08-05,,,xDKTIr9L,-16,-9.198,HHH
CCYqcRYSfC,0FD1L3kL,1952-09-10,46,6.725,1951-03-28,,,Exrb8GEY,84,2.797,CCY
GGNWhB0cMD,0FfJV09S,1968-11-17,-97,-2.498,1976-10-05,,,x63WaVal,-6,5.631,GGN
EEEbaWLfQ8U,0FGgt0kk,1954-01-08,-49,-2.121,1981-07-19,,,oAfXbWOc,26,-9.827,EEE
DDDD3SnHyXjK,0FhbEFZ9,1985-01-11,-39,2.38,1995-11-01,,,UywD2bDb,-43,-2.97,DDD
FFGF11zRBn,0fiyNXRH,1961-08-21,91,-4.269,1993-06-20,,,cttML3f4,-100,6.873,FFG
LLLjsNHEEeP,0fJM5qtW,1991-06-29,59,7.357,1971-12-29,,,YTVWSZNY,-42,-8.373,LLL
LLLOfpwtbss,0Fjqo3kr,2012-08-05,88,,1969-06-11,,,yRNZy2xe,-52,1.021,LLL
LLLbfwmAtWg,0fkn3CRT,1963-07-09,88,2.417,1996-01-30,,,PATZrfYj,-41,-1.254,LLL
DDDDXgHCuD44,0fKShvOG,1987-01-17,6,-2.082,1961-06-16,,,kSv0P2vA,7,3.315,DDD
FFvgBIoXNv,0fMCajap,1970-07-21,-67,-0.271,1972-09-06,,,1VZM0tsE,40,3.53,FFv
BBBjLpPhFqo,0Focs0aI,1985-05-07,62,-9.327,1968-11-16,,,7Wec9TOR,80,-9.419,BBB
KK3V3mcZmb,0fOowVGA,2012-10-31,-76,-8.878,1960-06-17,,,qxe7Ptis,2,0.305,KK3
LLLFxft3Iw2,0FqRuhRs,1987-06-05,41,-1.233,1955-05-30,,,kfm9LZqU,-14,-4.519,LLL
EEEiaRiNAMG,0fR1zt67,1968-07-22,93,-7.719,1978-05-13,,,lfEVgcDf,82,-4.772,EEE
EEEDHEZDyxg,0FrgmQWq,1985-07-12,73,4.522,1998-07-20,,,Ys6UKlT8,-31,9.057,EEE
DDDDaTLKwAqX,0fUorCca,2002-03-20,36,5.871,1976-11-26,,,DaPFIoMR,18,-9.168,DDD
HHHtRZAsgNh,0FXA9glh,1998-04-22,-18,-6.678,1958-01-20,,,hGVgaF9K,46,3.963,HHH
BBBYL1wK8Nu,0fXN0ZY8,1951-02-05,62,7.48,2016-06-19,,,U9nXg2cP,48,0.291,BBB
FFcaZlWsMj,0fz8xHAp,1974-08-28,68,3.227,1990-12-17,,,oib29rv7,88,-9.623,FFc
CCOEF7AShm,0FZVUqYn,1962-05-27,-45,-9.216,1975-09-30,,,BEMCgww3,22,-5.218,CCO
HHHG16bOlRK,0g0pSDnj,2005-09-30,97,-5.995,2007-01-19,,,l6BScJu4,-62,2.452,HHH
KKvin7bTnn,0g8YYRRv,1998-09-27,-8,2.568,2012-11-19,,,tmsTseZn,-74,2.902,KKv
AAAg610YYVe,0g8p2H8z,1984-08-19,52,9.131,1952-04-30,,,IXfGYUQ2,-63,-1.695,AAA
EEEwUGKu9Tb,0g9ax4N3,1990-10-02,55,-4.051,1972-07-30,,,vmXkFAAm,93,-9.673,EEE
GGE582V014,0gBH5g6x,2006-01-13,-27,3.595,2011-02-24,,,qpRbDo6L,-7,-7.964,GGE
DDDD8tl7JiVH,0gbnK3p6,1978-08-10,88,-0.579,1966-11-19,,,0uywUy7t,-27,7.052,DDD
CCQbnIyCYO,0GetCFFX,2013-05-16,95,-9.822,1978-04-17,,,RkLfN0Ru,-95,-5.393,CCQ
EEEE90iq0vv,0GHwxpVv,1983-01-06,72,-0.261,2014-03-12,,,JDgucjQb,-9,9.559,EEE
EEEyDNUYb4u,0gi9GJRZ,1972-06-05,-68,-7.156,1959-04-25,,,b6R6tpZy,-82,-6.976,EEE
FFJL6zUjtp,0GiqY9Gi,2015-03-08,,4.388,1996-10-31,,,pke3YH1b,-61,-9.157,FFJ
LLLUm4O6RaN,0GyXgzk9,1999-07-06,-24,6.778,1999-04-23,,,0oFSmNwo,-44,0.743,LLL
EEEp3U0TiDp,0gjoHM7n,2008-02-26,77,-5.161,1972-10-23,,,1wS2oI0n,28,-4.287,EEE
LLLKZnT2N9o,0GjzWqBH,1997-12-15,60,8.022,2000-04-25,,,rvjkoExT,28,0.845,LLL
GG0fNf2WsC,0GmHmgta,1961-05-09,-29,3.628,2007-12-23,,,QcLXayFg,-36,1.784,GG0
AAA62E98n6U,0gNyFXrT,2016-03-28,-21,8.71,2012-08-26,,,O0njnyHt,-6,-3.853,AAA
EEEbkoMA4w0,0goHbcbS,1976-09-18,2,9.175,1979-01-03,,,JoIMtolF,-20,-7.801,EEE
FFX6FtiZU8,0gOHUDLP,1971-09-27,64,-6.003,1964-03-23,,,FSx4Kb6z,-70,-7.333,FFX
DDDDYFrHs1MY,0Gr0WxfK,1997-07-13,97,-5.202,2014-04-30,,,ostoaDFU,9,-7.115,DDD
LLLcWwqoaLC,0gSY5nUM,1993-06-16,-72,-1.234,1979-05-16,,,84L7Xh0t,15,0.749,LLL
LLLvE2qgWXA,0gub6Vji,1955-07-01,76,3.02,1971-01-23,,,yDfSZYAs,-6,-8.068,LLL
KKigLfWNzP,0gV1RoVh,1965-03-15,-45,-2.622,2003-03-10,,,zZ4Nsb4o,-19,-0.83,KKi
AAAE0kj0Ppr,0GVEjg9f,1992-08-23,-5,-2.245,2001-09-29,,,2DATIZcG,-28,8.331,AAA
BBB0aLm90Ow,0H3GBfuW,1979-05-20,-31,7.459,1963-11-22,,,tzHL9b1Z,39,7.625,BBB
GGWj8FZq7p,0h40TCJb,2007-08-18,-78,-0.259,2000-09-14,,,jcEaA9FE,-85,-8.444,GGW
BBBNyywKWlA,0h5Hfole,1955-01-05,90,-3.559,1991-09-28,,,oXiFqzTt,49,-4.531,BBB
DDDDvZOZFwaB,0H6YpgBq,1980-01-28,71,-2.352,1991-01-15,,,DqXNUHMg,86,0.405,DDD
CCLQUmjauR,0h6NLuge,1981-08-08,-59,0.138,1978-12-25,,,ZnosGKqP,-66,6.977,CCL
FFI958hFVO,0h7rmERw,2007-06-26,-35,-7.934,1999-12-29,,,NSuityig,-14,-0.098,FFI
GG7JUqD9Ka,0HaAaaIv,1979-11-07,62,2.168,2010-04-23,,,3MTNm7Ae,-4,7.463,GG7
CCeyvipJFs,0HbxSN9E,1989-08-31,-59,5.596,2013-04-29,,,94BlEpn3,68,9.794,CCe
LLLe51aqK43,0Het1NuC,1969-07-10,-92,4.835,1964-05-27,,,AD4nrmVE,18,-8.882,LLL
EEEcKgYky34,0HhqHm54,1982-12-22,59,-2.195,1992-07-01,,,zf9rESYT,-1,1.467,EEE
FFoTghXon7,0HilbjLO,1984-01-28,-5,-2.62,1958-12-21,,,avWhuUqX,-29,7.326,FFo
HHHHqakeYml,0hjct8DR,1967-08-07,-41,,1992-06-04,,,lZSGMXwI,-42,1.757,HHH
LLL3iepwJkP,0hmLbb3W,1961-10-28,-14,-3.021,1985-11-24,,,nr9v1tUf,-23,9.105,LLL
DDDDTxhyZKbJ,0HNZn3gM,1993-02-10,-81,2.284,1956-07-04,,,GXGa5DJM,-10,7.243,DDD
DDDDHATu4Wwf,0HpIAOYc,1988-10-04,-36,-1.437,2001-02-08,,,oPqLNqch,88,-4.807,DDD
GGhvXiNOrO,0HRuY6rK,2010-02-14,-42,-6.763,1962-11-10,,,PHE3V2lb,-2,-0.987,GGh
BBB2UzqX06r,0hTKOA4X,1990-04-21,-53,-0.412,1989-03-29,,,gwrGxSCS,93,-5.07,BBB
CCLwG4R4kD,0HtUmxau,2002-07-08,39,7.719,1994-11-09,,,ofrCNWYi,-3,-7.815,CCL
CC10buxL1T,0hUx8gOZ,2000-10-23,-47,1.711,1959-10-28,,,a7OAhoRR,-9,-3.123,CC1
FFPhVcQ6kD,0hv1Fj6a,1989-01-01,42,9.779,1968-02-12,,,ZwcICBWE,86,-6.358,FFP
EEEu4LyNHFf,0hWBcrcy,2003-11-13,72,9.965,1957-04-21,,,Mc9W7Azi,-12,-4.918,EEE
DDDDLkPPTiKg,0hxfVOMu,1954-12-27,63,-8.206,1978-04-26,,,Ac26KFYN,-27,0.902,DDD
BBB6GcQmIVJ,0i1fJb7w,2000-07-29,37,-7.808,1990-09-12,,,BrboU0Ng,-31,-9.155,BBB
LLLc1uOcoR4,0Y1uzwAE,1988-10-23,34,2.905,1986-09-02,,,livZaqP3,-49,-7.512,LLL
EEEHkswlaUo,0I47sjyD,1970-06-15,-66,1.854,2002-02-03,,,SmpEvsjw,-19,3.963,EEE
CCj3LlsSOC,0y5RbWgs,1986-04-08,-4,-5.548,1968-11-16,,,k00YLhIY,38,-1.302,CCj
CCpG0QQ1rj,0i8kDi0G,1974-10-21,-69,1.288,1955-07-19,,,hbtQzgah,0,-9.318,CCp
DDDDnKmjgSqD,0Ib8DZ1m,1963-10-04,54,-4.885,1959-12-02,,,HAG3XZl9,-97,-7.741,DDD
AAAaEp3hymP,0ybXRH2W,2005-10-17,-78,5.673,1980-12-04,,,oKZYYZnK,49,-0.094,AAA
DDDD45DkJJV1,0yc4Arjx,1987-03-26,24,-6.749,1958-02-19,,,rpRuqAGT,15,-1.232,DDD
EEEnqi0UM3N,0YCjAAwj,1990-06-08,-78,7.469,1970-07-15,,,SQDjiM9c,-19,2.921,EEE
GGE6PO3QR1,0IDDTl4G,1968-05-05,20,-0.143,1995-01-16,,,J7a7UWgf,27,6.053,GGE
DDDDaSsFRhZ3,0IDLK3ca,1981-12-22,-27,6.819,1973-12-24,,,GOnz2itL,-77,3.602,DDD
BBBcZNqZbmo,0IftXjlO,1994-12-28,73,6.274,1994-08-26,,,3rn1RHkg,-57,1.229,BBB
HHHqTmO4nNz,0ifwAoSs,1996-07-13,-18,7.272,1960-09-10,,,C26BTkAi,23,-7.145,HHH
LLLysp0RRMS,0igL7eWi,1986-09-11,,5.359,1965-04-08,,,uc5VIRY8,16,-7.962,LLL
LLL7kuqMssE,0ihagyu0,1954-03-17,-66,1.886,1971-07-31,,,OxgkkV98,-71,-8.15,LLL
GGYeAoEJra,0IhiYeNz,1983-01-29,-5,7.017,1962-12-08,,,CLGipPpe,80,-3.376,GGY
BBBOQHUSz5X,0iy2ZP0k,1962-11-01,73,-2.408,1983-01-18,,,mB3NEJkH,87,4.665,BBB
LLLmEVLJu6B,0iISlWCC,2000-04-20,-56,7.598,1966-10-25,,,7e4EsrXz,-6,-1.333,LLL
FFeoAjtL5h,0Ij4qpHj,2014-10-22,-83,-1.738,1959-01-15,,,exfYWmeL,9,8.128,FFe
LLL01vZQaaA,0yLnBSqZ,1978-01-11,-74,-3.201,2007-06-15,,,j8VreDLW,-26,-4.171,LLL
FFohS5bJhz,0ImbUSY4,1997-05-02,57,-4.849,1973-03-14,,,Y11v7lbS,-66,5.839,FFo
DDDDa3byomIE,0ImCDvna,2011-02-07,36,4.252,1989-11-14,,,9nA6evKi,59,7.653,DDD
EEEz2pgVZ6Y,0imN0pPa,2003-12-17,23,0.575,1981-10-16,,,m6JmGRIe,-17,-9.802,EEE
FFYN2VUail,0YmsPOjQ,1975-04-04,76,-6.655,1968-11-24,,,6liYgPB1,57,-0.621,FFY
CCAhDb0L9i,0imVptoP,1961-09-15,-30,-5.941,1993-06-12,,,5lFnZlv3,-50,-4.183,CCA
HHHvyDMngCR,0YP9rrsX,1953-09-01,4,6.634,1981-12-28,,,N3MuzB4x,38,7.38,HHH
FFYzA6tLPQ,0IpDBCrN,2006-02-10,47,0.447,1951-03-10,,,wKCa09y8,100,-3.122,FFY
BBBSn1JqQ2A,0YPgep0T,1956-11-06,-65,-2.947,1971-12-11,,,eLZpv9eF,-89,-9.706,BBB
FFLejRsPoH,0Iq7eyGb,1957-01-08,30,-2.278,1954-09-15,,,2u4WyOA1,-73,-1.773,FFL
DDDDGCvm7Jug,0yr0i8so,1967-09-17,85,-1.379,2014-09-19,,,wka4p95j,-98,2.782,DDD
FFMNfSmxpl,0YR7V34q,2011-10-12,-41,-6.546,1953-07-12,,,WzUegAuV,19,9.31,FFM
HHHe3aux98a,0yrQlzg7,2014-09-27,-25,-3.884,1967-03-28,,,S7WQQHOo,-80,8.729,HHH
HHHh1ZRjvUw,0YrwpzgM,2001-08-31,-41,0.167,1983-10-13,,,YkFGsqjD,-29,-4.201,HHH
HHHqRKgCGMU,0ySyXbwM,1997-10-05,-48,2.927,1968-04-11,,,eonjh24v,-51,7.331,HHH
EEEKZeWcy62,0YuJhCPv,1991-04-15,-7,,2011-03-26,,,wUJXFGNP,40,-0.723,EEE
FFwLGLn67z,0iUtyPF9,1984-02-24,-77,5.428,1995-09-19,,,ZwwPqqWY,80,-7.148,FFw
AAAL6hAv7ik,0IV0Nuuv,1980-11-11,47,2.897,1972-10-15,,,9DoUwUqP,73,6.509,AAA
CCcMy49BZA,0Iv4ko0Y,1969-11-14,32,5.849,1959-02-03,,,zMomtJ63,,-3.467,CCc
GGZFNGbpXa,0iV8UNYe,1964-11-27,6,3.896,2005-04-28,,,LO2kVN2X,11,-6.922,GGZ
KKZ7MWLJa8,0Yv9AEQF,1997-10-22,-53,1.567,2005-01-16,,,2UDoNnLx,-44,1.353,KKZ
AAAjQNm2K0V,0Yvjvcqg,2003-02-25,86,3.408,1991-01-25,,,0ImD6RvB,-87,-2.884,AAA
DDDDnCiei9Dt,0iVk1lXG,1980-03-03,-98,-5.587,1980-07-17,,,ta05xj4h,69,,DDD
GGpgG1Rkeg,0YVRkeqL,1973-09-17,-62,4.479,2014-05-04,,,qA9FNZDO,60,-9.782,GGp
DDDDtqqE4zE6,0YWaCVVz,1964-02-23,-56,-1.685,1967-02-16,,,rBvqfxrZ,-93,-1.857,DDD
DDDDTOQiDIqu,0yXphVEv,2007-01-06,-99,-8.118,1981-06-02,,,v4YkrRzT,-32,0.636,DDD
FFhFnoHSk5,0j0EOGm5,1976-10-31,-100,7.28,1972-04-13,,,577Yuz2G,-67,9.74,FFh
KKixAFFqXk,0j1yjht9,1956-10-10,83,1.881,1986-06-05,,,qzECJbyU,-23,-3.165,KKi
KKPowJzXwu,0J1NE0Q3,1954-01-04,34,-1.398,1988-10-03,,,WE9cNeTe,-73,-7.239,KKP
AAA09TmvgOu,0j1QK7Lh,1951-01-20,-71,1.264,1954-01-11,,,AKY3XKzf,-92,-2.987,AAA
AAAW8oIlt7Q,0J231x0b,2002-01-30,-29,-1.18,,,,zwekboI7,44,-4.728,AAA
EEEygk1F6Zj,0J2h95hm,1966-09-08,15,7.053,1978-02-17,,,wl4yYpA2,,7.044,EEE
HHHbDg6xTuB,0j5RfQvL,2012-08-22,6,-7.059,1977-08-05,,,EvIcK0zl,11,-0.674,HHH
DDDDsWUHmL7H,0J85lGig,2006-01-20,61,-5.228,1972-03-10,,,h5g9YbQ6,30,-4.457,DDD
KK1DxPeSkw,0j8AHZGY,2012-09-19,-39,-1.783,1960-09-26,,,FkkxOs9P,-40,8.811,KK1
KKlJKuDuc6,0jabkIrl,2001-11-30,61,5.54,2011-01-21,,,PDq5u10x,-47,-9.616,KKl
FFGB32Vln1,0JFic1NA,1963-07-08,,-8.047,1994-12-03,,,lFx5cg9U,-38,9.678,FFG
LLLcPaUN6GU,0jGOffbI,1997-03-18,99,-6.829,1962-06-09,,,D90PpG4C,-35,-9.567,LLL
DDDDALGPujjo,0JgtrD3h,1961-08-14,-40,2.894,1992-05-20,,,e9mDZqZc,2,8.054,DDD
EEEgKw4p2e6,0Jiq19AM,1988-06-04,-18,1.077,2013-11-12,,,xBfW0lH4,15,4.181,EEE
KKGipXLrHN,0JK8e4QM,2011-03-25,-14,0.541,1974-02-23,,,cfYFGuRa,-38,8.321,KKG
LLLUppSTtnN,0JKWtscq,1985-01-30,-58,-4.53,2007-05-02,,,Z56JTqDJ,19,-3.391,LLL
AAAO9WbyNUl,0JlcYcWp,1982-06-23,53,-4.222,1988-04-22,,,yLGFPPol,-52,7.327,AAA
BBBnYZJ8MBR,0JmbZP1R,2007-06-24,-80,9.058,1997-03-21,,,9AkDUeG0,-8,7.824,BBB
HHHQrIeXLxe,0JMezokz,1978-10-18,-56,6.53,1951-11-27,,,ToNCMu6F,-65,8.672,HHH
KK7rirYyWZ,0JNXkE34,1999-12-14,-4,1.941,2016-08-13,,,SyUXLfOm,69,6.823,KK7
CCMMim4hcv,0jOAs7QK,1977-06-08,50,-3.179,2005-06-04,,,NVO1Anqn,80,-0.886,CCM
AAAlPe3BOfX,0JROSFj1,1995-10-27,-21,-7.093,1965-06-15,,,E2y3Dmfl,-10,-3.836,AAA
CCrNs712Th,0jTZyJ2Y,1956-11-04,-55,-6.206,1992-01-14,,,9xaNtsu0,-26,6.763,CCr
AAAqSBVkrSi,0jU7xXYX,1996-12-05,-50,-8.892,1973-12-31,,,ow5Oa8uC,-85,-1.088,AAA
KKpbbMpeP8,0jUBifys,1962-02-19,19,-0.48,1987-10-10,,,6kRM5G22,71,-4.463,KKp
AAA0gP8Hj8a,0jvHFIRK,2000-11-07,-65,-4.553,1965-01-21,,,7TSfbm0q,-74,1.968,AAA
KKsuOkQxyY,0jWCPIZp,2007-12-07,-22,-9.006,2013-08-24,,,xcUtQBOO,-86,5.8,KKs
AAAmBRSbYFB,0K199o4t,1980-05-12,-19,2.611,1951-02-19,,,Er21lZXi,-23,-9.689,AAA
EEEDnvcLrl1,0K4a0OSu,2014-06-03,91,5.755,2000-08-09,,,99K5iAOT,79,-3.19,EEE
KKVZPOSPDo,0K4U7C9T,2000-06-04,0,-3.314,1984-03-07,,,zEGgVtl3,-21,-1.306,KKV
DDDDAGm6caRN,0k5k66Y7,2008-07-14,-45,5.142,1987-02-20,,,lKQwHfJy,-58,-7.733,DDD
EEEsvsGFF4u,0k7O3XQ3,1978-04-16,60,-5.792,1987-05-07,,,TkUVx228,-16,2.454,EEE
DDDDWn4DNzYH,0KaUgUzH,1968-06-07,-39,7.247,1955-02-11,,,63ok6FfP,-18,-8.124,DDD
LLLFVpp20TV,0KbN4RhC,1952-12-05,33,3.176,1984-11-02,,,nWfxjwnZ,81,-1.135,LLL
HHHv8SoO6G6,0kDQ23eO,1955-07-12,-31,,2000-09-26,,,EWMwweBS,81,-2.456,HHH
KKfo0xJwCs,0Kf8IIif,1953-07-05,-7,-5.869,2014-01-17,,,kg12bNvQ,52,5.38,KKf
AAAFOnScLWh,0Kfrl1lG,2013-03-01,12,0.182,1972-01-26,,,tTNt6y7T,-81,-5.059,AAA
KKy1j4UQUf,0KfsOSG4,1995-01-10,-3,4.624,1991-04-08,,,krmkTCNS,91,-0.242,KKy
KKsFBRZtBr,0KgCHzlE,1952-11-10,10,-3.053,1951-05-10,,,YGtNyoL9,73,,KKs
EEE59ONNs19,0KGPfB2e,1987-01-06,-28,-2.651,1964-06-06,,,ivbSth68,-70,5.436,EEE
LLLoxP4tqhc,0Ky9S42D,1984-11-01,-61,-3.345,1974-12-27,,,q2DmwUXx,-62,0.239,LLL
HHHCtqhbe2F,0KIQqrpS,2012-01-08,93,-4.302,2005-11-24,,,NsxyKMOA,-67,5.493,HHH
DDDDUyubNugy,0KYrpjcf,1973-10-04,-20,4.5,1960-09-13,,,htvnoFp3,64,-4.677,DDD
AAABH3DLymX,0kJgUxvA,1983-10-04,21,6.976,2001-07-12,,,SyA6huJY,-20,-1.015,AAA
KKHrnUKy0t,0kJNu6AY,1952-06-24,35,3.593,1959-06-28,,,LJeOeX7t,57,-5.879,KKH
AAAXeWblOFl,0kkbCKA0,2012-08-10,-57,0.337,1972-08-08,,,hYUqohSf,91,4.399,AAA
BBBOOVRDuXK,0KKQ5eP4,1990-11-05,-33,9.441,1994-04-24,,,eh5EeOV7,-6,5.059,BBB
GGXx5lwWob,0KlM4TIh,2005-03-01,35,7.818,2006-03-13,,,XxsmTW10,-94,8.44,GGX
EEE2JKVycUU,0kpNCWHG,2017-02-24,11,-6.592,1996-09-17,,,S2Z07eDr,-93,-9.484,EEE
BBBP6NymMOl,0Kqm8SzJ,2004-10-22,53,2.914,1953-04-17,,,I3jZzk9H,82,-7.962,BBB
LLLF02XaWKc,0kQUGZQB,1956-12-04,-39,2.975,1959-11-07,,,4k5gpaXr,3,-1.952,LLL
GG9wPHo2aH,0KSCD7N4,1977-07-11,43,4.796,2011-08-05,,,8NTsfZYK,-34,5.424,GG9
EEETwbiJgYV,0KUS4orr,1957-12-06,75,-0.347,1969-04-08,,,CGRVVml1,-79,3.299,EEE
KKKA4ZE4b8,0Kv5IUJa,1960-08-17,96,4.567,1977-08-13,,,SrNWIyWU,68,-2.98,KKK
FFn85P2bH5,0kvq6ekX,1974-01-12,47,3.627,1954-04-20,,,6z40Kgmy,96,3.63,FFn
KKw5gNw3MC,0KXS22RE,2002-02-12,-27,-3.682,1961-11-24,,,Bo0lH959,58,1.319,KKw
GGe4ttcN1t,0Kxxr8n6,2004-05-18,-10,0.312,1958-05-03,,,PX1iXYF6,87,-9.685,GGe
KKmKj16ZGo,0l1hmHaX,1957-11-10,56,4.699,1996-04-11,,,izy6wayB,74,-5.544,KKm
BBBFCU9PoC5,0L4pEX8I,1976-01-12,25,-3.498,1971-04-18,,,,4,4.189,BBB
BBB1AJDzlrq,0L9oWAZB,2008-09-05,43,-5.364,1995-12-23,,,bC3VaGCg,-79,-1.657,BBB
DDDDu7TBAHan,0LADjQAE,1957-09-22,-67,-8.588,1964-03-28,,,3XFLn6bc,69,0.615,DDD
GGViZgypWb,0Lb9lHjP,2013-06-16,16,-4.176,2011-08-31,,,py8VghQI,-51,-8.935,GGV
BBBizZavDxX,0lBjiYmM,1958-02-06,99,1.096,1982-06-11,,,hLGVKQOX,-14,7.862,BBB
HHHVf5PhOlq,0lBXSZ9S,1984-09-22,-69,-6.895,1958-03-08,,,HcKPUKkB,39,7.631,HHH
DDDDTjDjKKSy,0lCsDj27,2009-02-14,68,-4.684,1987-10-30,,,R8uVHRG2,,0.237,DDD
